global_clust_number,cluster_name,votepropensity2017g_buckets,sy_vch_index_buckets,age,catalistmodel_religious_attendance_bin,catalistmodel_gun_owner,catalistmodel_education,catalistmodel_ideology,catalistmodel_child,married,non_caucasian,income_num,is_protestant,is_female,is_caucasian,catalistmodel_income,is_urban,is_coastal,vch_bucket_low,vch_bucket_med,vch_bucket_high,vote_bucket_low,vote_bucket_med,vote_bucket_high,catalistmodel_voteprop2018,catalistmodel_vch_index,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,count,Damage_to_the_Great_Lakes_because_of_pipeline_leaks_could_hurt_Michigans_economy,The_Line_5_pipeline_has_a_serious_impact_on_clean_water,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Michigan_should_do_more_to_protect_fresh_water_bodies_from_oil_spills_and_other_pollution,The_economic_boost_that_pipelines_create_for__Michigan__is_worth_some_risks_of_potential_pipeline_leaks,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy,Michigan_should_do_more_to_help_children_and_families_affected_by_lead_poisoning_in_Flint,Investments_in_remedial_education_and_enrichment_programs_are_needed_to_support_children_affected_by_lead_poisoning_in_Flint,Women_have_a_right_to_choose_to_have_an_abortion,Women_should_be_able_to_access_abortions_through_health_insurance_in_the_case_of_rape_or_incest,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Planned_Parenthood_should_not_receive_public_funding,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,NAFTA_should_be_abolished_or_dramatically_reformed,I_support_stricter_gun_reform_legislation,Michigan_is_facing_an_opioid_crisis,Health_Care_is_unaffordable_in_Michigan_these_days,Auto_insurance_rates_are_too_high_in_Michigan,The_costs_of_a_college_education__have_become_unaffordable_in_Michigan,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority,Michigan_should_raise_the_state_minimum_wage,Politics_in_Michigan_are_corrupt,Legalizing_and_taxing_marijuana_is_a_good_option_for_increasing_state_revenues_and_funding,Legalizing_marijuana_is_a_bad_idea,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,Ensuring_women_receive_equal_pay_for_their_work_is_a_political_priority,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,PreKindergarten_education_should_be_available_to_all_Michigan_families,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Police_should_be_able_to_confiscate_firearms_and_ammunition_from_a_person_whom_a_judge_deems_a_legitimate_threat,Charter_schools_are_leaving_Michigan_children_behind,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Adoption_agencies_should_be_able_to_deny_couples_an_adoption_for_religious_reasons,A_study_by_Michigan_State_U_puts_the_cost_of_cleaning_a_spill_from_the_Line_5_pipeline_at_6_billion,ruptured_or_leakedoil_spilled_could_cover_more_than_17000_square_miles,Enbridge_Line_5_has_spilled_at_least_11M_gallons_in_past_50_years,In_2010_when_the_Line_6B_spilled_into_the_Kalamazoo_River_the_company_didnt_notice_the_pipeline_had_ruptured_until_being_alerted_by_an_outside_caller_17_hours_later,where_children_suffered_brain_damage_due_to_lead_poisoning_from_contaminated_water_sources_dropped_from_418_percent_to_107_percent,Children_in_Flint_exposed_to_contaminated_water_are_at_risk_for_a_number_of_problems_including_lower_IQ_scores_developmental_delays_and_behavioral_issues_Even_after_lead_exposure_stops_the_effects_can_last_for_years_or_even_be_permanent,A_2016_Study_estimated_275_people_in_Michigan_die_each_year_due_to_air_pollution,Michigan_has_high_rates_of_asthma_even_higher_in_Detroit_where_asthma_hospitalization_rate_is_triple_the_state_average,AfricanAmerican_children_in_metro_Detroit_suffered_2402_asthma_attacks_and_missed_1751_school_days_due_to_asthma_per_year,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Breast_cancer_is_the_second_leading_cause_of_cancer_death_Each_year_1400_to_1500_Michigan_women_die_of_breast_cancer,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,Bill_Schuette_Republican,Patrick_Colbeck_Republican,Brian_Calley_Republican,Gretchen_Whitmer_Democrat,Abdul_ElSayed_Democrat,Shri_Thanedar_Democrat,issue_1,issue_2,issue_3
11,clust_618_11,vote_bucket_med,vch_bucket_low,33.81849245,7.40647673,71.7259895,23.23421488,37.60345243,25.06169719,0,0.000691535,43.44058902,0.309726234,0,1,6.200578141,0.11963552,0.233779441,1,0,0,0,1,0,42.99464671,26.31984624,0,0.00081357,0.001545784,0.908961477,0,0,0,0,0.088679169,24583,0.766936008,0.676809632,0.774264137,0.808820453,0.880160596,0.469400397,0.42965757,0.663769871,0.585254443,0.844459466,0.784184708,0.47871581,0.521225071,0.617995465,0.386789969,0.357127091,0.440455422,0.518666103,0.585995572,0.356529371,0.692265261,0.791334851,0.836041969,0.794086638,0.527335719,0.538597348,0.852600507,0.754208554,0.263138374,0.649803908,0.614921381,0.419959549,0.527465681,0.671664662,0.690063579,0.595752805,0.574357349,0.723751869,0.34244551,0.498332672,0.415524431,0.623314436,0.621264959,0.660966335,0.598407182,0.677678341,0.723825707,0.689527432,0.831152369,0.591859617,0.383670398,0.721535717,0.506536637,0.639341073,0.691040395,0.530667337,0.269791001,0.231152845,0.309780844,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
12,clust_618_12,vote_bucket_high,vch_bucket_low,41.31556402,8.914691308,76.11260232,28.64733405,29.730725,26.22502436,0,0.000666286,51.16914144,0.43241957,0,1,6.94869824,0.09480297,0.205882353,1,0,0,0,0,1,83.48998667,22.6804645,0,0.006377308,0.00076147,0.749000571,0,0,0,0,0.243860651,10506,0.756009467,0.658155678,0.720068337,0.801746147,0.859832515,0.485249814,0.431222079,0.630033933,0.55106728,0.81001411,0.735509279,0.499588936,0.556030799,0.582289579,0.427354824,0.314192431,0.461565154,0.516865364,0.634767477,0.372154286,0.759610152,0.782392007,0.862867719,0.761495147,0.575272978,0.532905486,0.820465688,0.731017148,0.298490959,0.615272179,0.620791185,0.417918718,0.531684102,0.657132191,0.724060047,0.563878097,0.5092487,0.665851266,0.29517846,0.533753648,0.411854707,0.60818626,0.63050442,0.641634014,0.624252267,0.637664191,0.692250222,0.639333223,0.809151839,0.572569248,0.318203938,0.711846469,0.458360267,0.604065012,0.631119261,0.470675361,0.282717326,0.227765766,0.306154041,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings
13,clust_618_13,vote_bucket_low,vch_bucket_med,38.80664463,5.504057326,71.93058015,27.35895799,41.21873743,26.6422322,0,0.001403948,33.54542313,0.375890967,0,1,5.369137771,0.217547194,0.268024537,0,1,0,1,0,0,11.08237721,51.96597067,0,0.001209555,0.009676444,0.961985399,0,0,0,0,0.027128602,46298,0.766003734,0.682388369,0.755159715,0.776961952,0.864367487,0.480242407,0.414010737,0.646336273,0.566458281,0.827615536,0.760280293,0.507744992,0.552753151,0.583053053,0.41410811,0.333310392,0.420686741,0.478704191,0.596977286,0.38356632,0.743482779,0.807572906,0.854899739,0.789408792,0.555847974,0.543731752,0.853624267,0.74412463,0.276160923,0.647219255,0.625802688,0.436750786,0.541880869,0.674283991,0.693655439,0.592643962,0.531767952,0.659337593,0.323301371,0.511695438,0.429503701,0.617788581,0.636690648,0.650860502,0.624521889,0.657878803,0.705063091,0.662681159,0.829402025,0.583022782,0.337274527,0.720431581,0.464865091,0.596951999,0.638724427,0.477652986,0.301001952,0.251927596,0.329890042,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children
14,clust_618_14,vote_bucket_med,vch_bucket_med,38.64872505,6.358696988,71.17911415,27.98040613,39.46837011,24.91412811,0,0.003885553,34.87536795,0.304427175,0,1,5.302067533,0.233074296,0.252266572,0,1,0,0,1,0,43.64918757,52.18023196,0,0.009537266,0.011009066,0.881549511,0,0,0,0,0.097904156,16986,0.771332366,0.692262999,0.763315281,0.76069783,0.868612466,0.461553859,0.40186374,0.656443425,0.565246426,0.8328312,0.771202733,0.529635452,0.575873397,0.55493673,0.393226526,0.364231831,0.423059071,0.471467098,0.583159194,0.415861648,0.735266738,0.803141375,0.851290493,0.785700568,0.56355719,0.565457575,0.853308734,0.750229635,0.274681151,0.655362942,0.638130025,0.460721977,0.558605668,0.643770728,0.702159543,0.605681173,0.548812791,0.66990935,0.353051897,0.507197658,0.417944374,0.633059553,0.654208379,0.665277091,0.634383,0.674916995,0.722538348,0.676963211,0.835458206,0.60182476,0.367466369,0.728289997,0.490592417,0.567945504,0.606407714,0.462113832,0.331973576,0.283971108,0.361514933,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
15,clust_618_15,vote_bucket_high,vch_bucket_med,46.47874763,7.545945946,74.76793169,29.17479759,34.6703673,21.83233036,0,0.001518027,41.74914611,0.378937381,0,1,6.085314806,0.1943074,0.277229602,0,1,0,0,0,1,83.4872296,53.69704934,0,0.028273245,0.009108159,0.865844402,0,0,0,0,0.096774194,5270,0.777888932,0.676048726,0.718078565,0.745035304,0.862570419,0.461777607,0.392211069,0.621338864,0.545896684,0.801027461,0.739339979,0.545344542,0.611880771,0.517421666,0.416819323,0.345738098,0.458326874,0.474677076,0.615300933,0.442983613,0.788220332,0.79789056,0.875482944,0.752163374,0.615683014,0.575610396,0.819139209,0.721776243,0.320257926,0.627385109,0.643321882,0.468119126,0.563505729,0.606928199,0.72946967,0.576792969,0.486532629,0.607591721,0.328169134,0.549938504,0.418011336,0.642922502,0.669897643,0.656293103,0.664479523,0.663949728,0.7136429,0.65283383,0.827740585,0.60428022,0.329093401,0.747514421,0.485167455,0.521591548,0.538330661,0.411953046,0.350124383,0.287180141,0.375547962,Health_Care_is_unaffordable_in_Michigan_these_days,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children
16,clust_618_16,vote_bucket_low,vch_bucket_high,42.31818182,4.684358974,72.12746017,33,43.10805721,27.12281287,0,0.001171509,39.43041237,0.392221181,0,1,6.136082034,0.268744142,0.214151828,0,0,1,1,0,0,10.93069353,79.86774602,0,0.070056232,0.09606373,0.828022493,0,0,0,0,0.005857545,4268,0.771491441,0.713179659,0.757009455,0.659976541,0.846474274,0.458482827,0.399686498,0.645993632,0.600791916,0.833336456,0.769001535,0.577393861,0.62298017,0.514400287,0.409136146,0.362534031,0.40698761,0.369552918,0.588404383,0.44973856,0.740928965,0.824371048,0.854219471,0.781792823,0.635437169,0.595357065,0.899632761,0.759715082,0.275208906,0.666703772,0.661712552,0.503096469,0.563800529,0.641445178,0.679052097,0.632104172,0.538733789,0.562177299,0.369838901,0.523710018,0.448600783,0.645739744,0.678353008,0.656064659,0.637782212,0.685567089,0.717235543,0.662736731,0.849143922,0.61353123,0.353297519,0.716774731,0.496141114,0.511815968,0.547798506,0.420652131,0.39872933,0.345360521,0.441060715,Politics_in_Michigan_are_corrupt,Health_Care_is_unaffordable_in_Michigan_these_days,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
17,clust_618_17,vote_bucket_med,vch_bucket_high,43.37225275,5.159146341,72.16712454,32.24486804,41.54266212,27.41355436,0,0.003205128,42.29075092,0.409798535,0,1,6.206353098,0.233516484,0.1996337,0,0,1,0,1,0,46.67857143,79.87960623,0,0.153388278,0.102106227,0.708333333,0,0,0,0,0.036172161,2184,0.777457814,0.705767439,0.745400313,0.662852253,0.851042971,0.455969542,0.394492369,0.63530817,0.600381273,0.823030935,0.763243856,0.58137516,0.635115105,0.498590442,0.408280809,0.368732739,0.432601698,0.381269571,0.59678553,0.459361765,0.738178046,0.820365683,0.855901578,0.772050812,0.640952623,0.601414263,0.891154413,0.755022041,0.291889637,0.657943877,0.66691014,0.506058157,0.567008774,0.61967647,0.690323266,0.613180935,0.525881101,0.552819717,0.36838405,0.533203205,0.445714697,0.656924898,0.68203922,0.657525845,0.654266201,0.681547247,0.714750748,0.661638835,0.847116152,0.61341582,0.354280619,0.733634488,0.503953526,0.501788464,0.531642568,0.409070449,0.403947808,0.346148519,0.446094105,Politics_in_Michigan_are_corrupt,Health_Care_is_unaffordable_in_Michigan_these_days,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan
18,clust_618_18,vote_bucket_high,vch_bucket_high,51.63043478,6.010869565,76.47267081,30.25501253,37.39805886,23.3658109,0,0.001242236,47.23726708,0.514285714,0,1,6.738977383,0.127329193,0.275776398,0,0,1,0,0,1,84.57478261,79.93619255,0,0.260248447,0.042857143,0.677639752,0,0,0,0,0.019254658,1610,0.774118073,0.668310793,0.690443504,0.687408901,0.845492737,0.471330737,0.387190279,0.581265711,0.582915063,0.779472468,0.722882,0.554883618,0.635615723,0.490981098,0.446585827,0.32441098,0.499718264,0.425611155,0.645909436,0.453058798,0.792897561,0.809767501,0.878187142,0.729040341,0.667630964,0.581535838,0.849020264,0.706388622,0.359291237,0.606318525,0.653588517,0.473305257,0.55315188,0.583868227,0.707274259,0.556160985,0.439276768,0.488258386,0.310102846,0.590261961,0.454462225,0.655277778,0.677253073,0.640797418,0.6869855,0.659051856,0.69569268,0.635627999,0.832522698,0.601155609,0.298184499,0.754963261,0.500522164,0.491417222,0.509118946,0.390021936,0.371008818,0.293799501,0.415244473,Health_Care_is_unaffordable_in_Michigan_these_days,Politics_in_Michigan_are_corrupt,Adoption_agencies_should_be_able_to_deny_couples_an_adoption_for_religious_reasons
19,clust_618_19,vote_bucket_low,vch_bucket_low,51.87195122,14.94915254,27.08536585,20.41666667,50.66736111,10.21388889,0.233766234,1,32.07317073,0.262195122,0.987804878,0.018292683,5.208613035,1,0,1,0,0,1,0,0,13.3,29.16365854,0.054878049,0.036585366,0,0.170731707,0.06097561,0.481707317,0.024390244,0.036585366,0.134146341,164,0.800795978,0.659048838,0.69670533,0.750062886,0.897627357,0.434431557,0.451036829,0.616703595,0.545175784,0.790397627,0.738307817,0.555665461,0.640975064,0.50480105,0.409915562,0.362204752,0.531551171,0.5485989,0.66513151,0.449214604,0.804000201,0.772277634,0.918624915,0.757737653,0.704635862,0.608882614,0.749940575,0.719305517,0.342614723,0.614211447,0.645087926,0.487246905,0.56932118,0.574986625,0.780895392,0.560274338,0.450750809,0.595262999,0.341504439,0.597219406,0.391375721,0.672210938,0.682804742,0.643248863,0.630181666,0.674901833,0.73063104,0.669707277,0.811901259,0.6236981,0.348816699,0.798051733,0.540722202,0.515818076,0.488136179,0.408208071,0.360115799,0.295653915,0.404481292,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,1_in_5_women_in_America_has_relied_on_Planned_Parenthood
20,clust_618_20,vote_bucket_med,vch_bucket_low,50.69677419,15.05128205,27.73548387,22.51578947,52.84105263,9.357894737,0.306930693,1,23.88387097,0.290322581,0.967741935,0.064516129,3.77501448,1,0,1,0,0,0,1,0,48.26903226,27.67554839,0.2,0.058064516,0,0.077419355,0.051612903,0.277419355,0.04516129,0.058064516,0.232258065,155,0.765546624,0.646012627,0.689348074,0.772906082,0.883418437,0.459276808,0.469039356,0.601116503,0.552024072,0.772027438,0.71090313,0.537934312,0.638164002,0.527642198,0.440158554,0.325529505,0.524781395,0.542829539,0.681464033,0.418930932,0.810669508,0.777635443,0.92686997,0.768090625,0.696440544,0.579128097,0.75555847,0.705222854,0.338178282,0.595454982,0.629143706,0.461296229,0.553434628,0.599249431,0.772844616,0.546389939,0.441765824,0.578727295,0.312103238,0.603481332,0.406633679,0.644769849,0.666695295,0.616631331,0.615556802,0.641997069,0.713539794,0.639793312,0.798962913,0.60168726,0.322491572,0.780077897,0.49935877,0.531014603,0.498910126,0.408084458,0.33492587,0.26686069,0.377080686,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much
21,clust_618_21,vote_bucket_high,vch_bucket_low,64.33476395,16.82125604,30.49356223,27.33920705,43.0154185,7.066519824,0.356223176,1,40.19742489,0.412017167,0.957081545,0.042918455,6.156879504,1,0,1,0,0,0,0,1,88.30815451,27.32171674,0.051502146,0.180257511,0,0.081545064,0.034334764,0.107296137,0.107296137,0.210300429,0.227467811,233,0.786075914,0.583268886,0.571467731,0.768896033,0.871738408,0.47369882,0.484608397,0.517072342,0.53508443,0.696488366,0.635068603,0.510933719,0.663924703,0.502392344,0.516265562,0.278909949,0.633908394,0.612243456,0.75820178,0.423111408,0.884827268,0.731158821,0.94514308,0.694816487,0.774987787,0.561368394,0.650085356,0.627470181,0.456559621,0.509848323,0.60800493,0.420444444,0.512177181,0.56930285,0.812707946,0.458006032,0.312390697,0.498752407,0.250854693,0.701406837,0.411998064,0.64599864,0.669721499,0.588852563,0.649603671,0.617685723,0.694606312,0.579704356,0.773823674,0.589745691,0.254120025,0.800278539,0.510653409,0.497419911,0.411413477,0.360998885,0.30642763,0.220809084,0.342862482,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Legalizing_marijuana_is_a_bad_idea
22,clust_618_22,vote_bucket_low,vch_bucket_med,37.62657291,12.61497326,21.29792746,17.72977346,58.19708973,13.10962005,0.113933508,1,15.78756477,0.123242043,0.96669134,0.018874907,2.644690861,1,0,0,1,0,1,0,0,12.09826055,64.04774981,0.025906736,0.093634345,0,0.035899334,0.582161362,0.246484086,0.000370096,0,0.015544041,2702,0.789411299,0.710905703,0.787510301,0.687042547,0.891267221,0.427134321,0.44052206,0.669027383,0.64479677,0.852963847,0.807409123,0.562829246,0.620652858,0.540638285,0.358639165,0.422509784,0.460138485,0.430061822,0.586528316,0.436717886,0.657134406,0.815689475,0.869664582,0.818059076,0.64929045,0.622405062,0.883306747,0.777422223,0.261609996,0.680427305,0.658944773,0.513788605,0.566263177,0.614282533,0.698946922,0.638980446,0.583447725,0.625909453,0.418470194,0.523411643,0.428310673,0.68329979,0.677051302,0.666552925,0.591427146,0.725739456,0.757866255,0.718820489,0.85492816,0.643419885,0.437446883,0.774097122,0.581597679,0.546100047,0.572330204,0.473236112,0.388299497,0.344010824,0.455590726,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Politics_in_Michigan_are_corrupt
23,clust_618_23,vote_bucket_med,vch_bucket_med,38.49731314,13.69574944,21.84269663,20.03343465,61.53050076,11.82943854,0.143884892,1,12.16707377,0.121641426,0.961406937,0.033707865,1.949595105,1,0,0,1,0,0,1,0,43.70210064,63.46367367,0.189545677,0.126526624,0,0.076209086,0.417195896,0.101612115,0.004396678,0.002442599,0.082071324,2047,0.796803393,0.715856259,0.785917497,0.681962651,0.889763099,0.433514448,0.439033312,0.670547622,0.629074872,0.852232014,0.804142022,0.578049796,0.632972323,0.53509208,0.359466128,0.421188775,0.441805397,0.412212627,0.588645781,0.444735006,0.676060596,0.824698715,0.878127773,0.82351989,0.657345729,0.629342855,0.885696859,0.783766538,0.255886664,0.68795253,0.668477528,0.528650963,0.577173813,0.622844397,0.70702204,0.644004189,0.579584186,0.614124733,0.417972908,0.51832625,0.425391096,0.689688588,0.683171923,0.663294808,0.594781856,0.719732518,0.754609226,0.713940653,0.855893631,0.636648646,0.428650234,0.777605625,0.56710399,0.533575777,0.555495707,0.452904675,0.40280682,0.35697106,0.463976787,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Politics_in_Michigan_are_corrupt
24,clust_618_24,vote_bucket_high,vch_bucket_med,54.05243089,15.20144928,25.82554814,25.79172057,65.17813713,8.532470893,0.181124881,1,28.61868446,0.30600572,0.903717827,0.029551954,4.52355718,1,0,0,1,0,0,0,1,86.01334604,61.65417541,0.285986654,0.387988561,0,0.042897998,0.11534795,0.081029552,0.015252622,0.017159199,0.054337464,1049,0.787974959,0.647496528,0.673659258,0.714689442,0.872074004,0.462742528,0.461937937,0.58080989,0.592614328,0.769466514,0.714601067,0.556064763,0.657647276,0.507641594,0.447370528,0.337204318,0.54275369,0.483393835,0.689413606,0.440104595,0.797193106,0.786620913,0.919013725,0.753826542,0.730758267,0.600047433,0.788930397,0.709408267,0.359452124,0.595773398,0.642575068,0.481775801,0.541894286,0.583982217,0.759458139,0.554409647,0.424916024,0.501758928,0.321597741,0.624781557,0.432508166,0.667832431,0.682870991,0.618682513,0.621978848,0.660835388,0.715502136,0.638190443,0.814177405,0.605763154,0.319992842,0.786461065,0.534456352,0.496403596,0.468323924,0.393565842,0.361712164,0.289924154,0.420788422,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority
25,clust_618_25,vote_bucket_low,vch_bucket_high,47.32399758,14.07952499,23.28983512,17.39591243,69.9311815,15.03216756,0.071303351,1,26.42647503,0.600591021,0.797340408,0.012794251,4.941007233,1,0,0,0,1,1,0,0,10.04923268,91.68803419,0.012928574,0.554484704,0,0.001578293,0.206890762,0.223613956,0,3.36E-05,0.00047013,29779,0.812924585,0.712387582,0.763249945,0.647279853,0.897311637,0.403295605,0.411145756,0.649610657,0.62577821,0.829761295,0.790704877,0.621625633,0.692675105,0.464470171,0.363300461,0.435107206,0.489106165,0.403694631,0.607500107,0.511746333,0.727739049,0.817091802,0.894845196,0.778674646,0.70977977,0.666499091,0.86467668,0.767089013,0.297276913,0.674216756,0.681996157,0.564621637,0.589807151,0.533301675,0.743402672,0.627294496,0.521841715,0.544159794,0.425754658,0.561500237,0.422563746,0.718411852,0.721032032,0.676786243,0.634377718,0.732203509,0.763502471,0.71754332,0.856319284,0.660070421,0.41999953,0.807903909,0.597523488,0.446735363,0.452149109,0.383177491,0.454820336,0.387875977,0.524467457,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth
26,clust_618_26,vote_bucket_med,vch_bucket_high,47.65758948,14.87098857,23.03063946,20.99656719,75.41866079,13.87052197,0.096674877,1,28.80878248,0.597531477,0.802146003,0.019723377,4.983539844,1,0,0,0,1,0,1,0,47.94649879,91.81199591,0.067977424,0.752651492,0,0.009179433,0.10438504,0.056193016,0.00018607,6.20E-05,0.009365503,16123,0.810004924,0.703371732,0.750415007,0.661950889,0.888842632,0.417906818,0.425320027,0.637863754,0.623140001,0.821574582,0.776282591,0.610518396,0.684362075,0.479875219,0.379499184,0.41577834,0.495538902,0.407801456,0.624165454,0.49475354,0.739262991,0.810959728,0.89577796,0.77422798,0.711605081,0.651651606,0.859390977,0.763676379,0.304185599,0.662728416,0.675102082,0.549456594,0.576558044,0.549832476,0.744178002,0.616204121,0.50815589,0.533231919,0.404258624,0.570146038,0.429545151,0.709499513,0.71210809,0.663347963,0.624379317,0.720035109,0.751908229,0.698924943,0.848494181,0.643826145,0.397338329,0.798812315,0.582773117,0.459918788,0.462359309,0.389944091,0.43612524,0.368540861,0.506009228,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy
27,clust_618_27,vote_bucket_high,vch_bucket_high,61.50285228,16.99596736,23.2400596,22.49053914,82.25518835,10.0589727,0.178519717,1,34.28361005,0.817752235,0.844529587,0.010855683,5.733863064,1,0,0,0,1,0,0,1,86.96490847,94.71123116,0.045040443,0.9,0,0.00063857,0.025287356,0.027969349,4.26E-05,0.000170285,0.000851426,23490,0.817674146,0.667764468,0.672230536,0.654692262,0.879652503,0.415608959,0.41812413,0.580236869,0.573937486,0.765143376,0.722116109,0.615693999,0.725676836,0.430828368,0.426870494,0.367653152,0.567797441,0.447008925,0.686193483,0.526647827,0.844791421,0.789208057,0.934556087,0.716911011,0.787020589,0.651960935,0.78849062,0.708160535,0.391681478,0.605350319,0.673022338,0.543841032,0.572736602,0.485863365,0.787750636,0.563237104,0.384021444,0.424687913,0.352985745,0.653573717,0.428682977,0.720338743,0.731574747,0.644106889,0.676224448,0.695757436,0.736554925,0.661528522,0.829736198,0.641001401,0.329746282,0.827799135,0.583371584,0.394072299,0.359392536,0.310590735,0.449376128,0.345895464,0.50986485,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,1_in_5_women_in_America_has_relied_on_Planned_Parenthood
28,clust_618_28,vote_bucket_low,vch_bucket_low,42.42405063,7.725352113,53.94620253,62.68670886,48.78481013,25.47626582,0.21835443,0.905063291,69.46518987,0.136075949,0,0.265822785,8.199347779,0.952531646,0,1,0,0,1,0,0,10.2056962,31.22712025,0.012658228,0,0.477848101,0.386075949,0.012658228,0,0.018987342,0.009493671,0.082278481,316,0.75162726,0.67400496,0.680085043,0.795259906,0.797218696,0.496236745,0.516435816,0.651168583,0.543922056,0.823837794,0.706442389,0.545550004,0.601164418,0.591708117,0.467906142,0.331387361,0.453417521,0.49783154,0.655083419,0.382816318,0.775132305,0.687193812,0.847477241,0.723133239,0.653546962,0.53601548,0.778234662,0.767153224,0.283559264,0.604769281,0.623210245,0.447092149,0.500577085,0.698093959,0.77065383,0.596489049,0.54849334,0.703738913,0.319981401,0.526612197,0.397361933,0.588509741,0.634892133,0.607946443,0.526061785,0.642442241,0.699825621,0.569073735,0.775376576,0.544354675,0.318416324,0.620157606,0.440237788,0.606915215,0.588115911,0.469201817,0.321109988,0.275928075,0.326441349,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance
